2015-07-28 21:59:49.166679,742650
2015-07-28 22:00:49.202943,780883
2015-07-28 22:01:49.241999,846289
2015-07-28 22:02:49.299211,855831
2015-07-28 22:03:49.337826,866648
2015-07-28 22:04:49.395112,884261
2015-07-28 22:05:49.450727,893861
2015-07-28 22:06:49.500428,9575692
2015-07-28 22:07:49.536385,46954720
2015-07-28 22:08:49.572141,93659760
2015-07-28 22:09:49.607545,140522844
2015-07-28 22:10:49.646269,187680939
2015-07-28 22:11:49.685452,234554773
2015-07-28 22:12:49.720471,281680255
2015-07-28 22:13:49.759071,329017756
2015-07-28 22:14:49.810563,350116748
2015-07-28 22:15:49.846473,353472186
2015-07-28 22:16:49.892303,400425140
2015-07-28 22:17:49.960590,433209629
2015-07-28 22:18:50.039091,433214260
2015-07-28 22:19:50.109392,433219663
2015-07-28 22:20:50.195856,433223957
2015-07-28 22:21:50.270836,433233590
2015-07-28 22:22:50.346259,433237490
2015-07-28 22:23:50.427658,433249755
2015-07-28 22:24:50.516044,433252554
2015-07-28 22:25:50.590840,433259093
2015-07-28 22:26:50.667991,433261494
2015-07-28 22:27:50.737088,433266071
2015-07-28 22:28:50.812579,433276755
2015-07-28 22:29:50.887349,433282167
2015-07-28 22:30:50.964395,433287316
2015-07-28 22:31:51.042028,433291275
2015-07-28 22:32:51.122282,433296668
2015-07-28 22:33:51.198167,433299837
2015-07-28 22:34:51.281705,433303589
2015-07-28 22:35:51.353069,433308985
2015-07-28 22:36:51.416330,433314107
2015-07-28 22:37:51.482611,433318208
2015-07-28 22:38:51.556211,433323421
2015-07-28 22:39:51.631400,433327401
2015-07-28 22:40:51.690307,433334630
2015-07-28 22:41:51.731651,433347511
2015-07-28 22:42:51.786024,433352664
2015-07-28 22:43:51.850722,433358339
2015-07-28 22:44:51.889962,433370990
2015-07-28 22:45:51.961251,433379228
2015-07-28 22:46:52.034948,433385372
2015-07-28 22:47:52.110075,433389879
2015-07-28 22:48:52.184641,433394058
2015-07-28 22:49:52.256927,433398901
2015-07-28 22:50:52.322169,433403951
2015-07-28 22:51:52.397136,433407621
2015-07-28 22:52:52.440661,461593247
2015-07-28 22:53:52.471018,509349989
2015-07-28 22:54:52.503959,551191556
2015-07-28 22:55:52.540677,577576964
2015-07-28 22:56:52.580653,607569096
